Member,Name,PartyState,bioguide,LastName,FirstName,Party,State,State_Abbrev
"Boozman, John (Republican - Arkansas)","Boozman, John",Republican - Arkansas,B001236,Boozman, John,Republican,Arkansas,AR
"Bordallo, Madeleine Z. (Democratic - Guam)","Bordallo, Madeleine Z.",Democratic - Guam,B001245,Bordallo, Madeleine Z.,Democratic,Guam,
"Boren, Dan (Democratic - Oklahoma)","Boren, Dan",Democratic - Oklahoma,B001254,Boren, Dan,Democratic,Oklahoma,OK
"Boren, David L. (Democratic - Oklahoma)","Boren, David L.",Democratic - Oklahoma,B000639,Boren, David L.,Democratic,Oklahoma,OK
"Borski, Robert A. (Democratic - Pennsylvania)","Borski, Robert A.",Democratic - Pennsylvania,B000644,Borski, Robert A.,Democratic,Pennsylvania,PA
"Boschwitz, Rudy (Republican - Minnesota)","Boschwitz, Rudy",Republican - Minnesota,B000647,Boschwitz, Rudy,Republican,Minnesota,MN
"Bosco, Douglas H. (Democratic - California)","Bosco, Douglas H.",Democratic - California,B000648,Bosco, Douglas H.,Democratic,California,CA
"Bost, Mike (Republican - Illinois)","Bost, Mike",Republican - Illinois,B001295,Bost, Mike,Republican,Illinois,IL
"Boswell, Leonard L. (Democratic - Iowa)","Boswell, Leonard L.",Democratic - Iowa,B000652,Boswell, Leonard L.,Democratic,Iowa,IA
"Boucher, Rick (Democratic - Virginia)","Boucher, Rick",Democratic - Virginia,B000657,Boucher, Rick,Democratic,Virginia,VA
"Boulter, Beau (Republican - Texas)","Boulter, Beau",Republican - Texas,B000666,Boulter, Beau,Republican,Texas,TX
"Boustany, Charles W., Jr. (Republican - Louisiana)","Boustany, Charles W., Jr.",Republican - Louisiana,B001255,Boustany," Charles W., Jr.",Republican,Louisiana,LA
"Bowen, David R. (Democratic - Mississippi)","Bowen, David R.",Democratic - Mississippi,B000682,Bowen, David R.,Democratic,Mississippi,MS
"Boxer, Barbara (Democratic - California)","Boxer, Barbara",Democratic - California,B000711,Boxer, Barbara,Democratic,California,CA
"Boyd, Allen (Democratic - Florida)","Boyd, Allen",Democratic - Florida,B000716,Boyd, Allen,Democratic,Florida,FL
"Boyda, Nancy E. (Democratic - Kansas)","Boyda, Nancy E.",Democratic - Kansas,B001258,Boyda, Nancy E.,Democratic,Kansas,KS
"Boyle, Brendan F. (Democratic - Pennsylvania)","Boyle, Brendan F.",Democratic - Pennsylvania,B001296,Boyle, Brendan F.,Democratic,Pennsylvania,PA
"Brademas, John (Democratic - Indiana)","Brademas, John",Democratic - Indiana,B000736,Brademas, John,Democratic,Indiana,IN
"Bradley, Bill (Democratic - New Jersey)","Bradley, Bill",Democratic - New Jersey,B001225,Bradley, Bill,Democratic,New Jersey,NJ
"Bradley, Jeb (Republican - New Hampshire)","Bradley, Jeb",Republican - New Hampshire,B001246,Bradley, Jeb,Republican,New Hampshire,NH
"Brady, Kevin (Republican - Texas)","Brady, Kevin",Republican - Texas,B000755,Brady, Kevin,Republican,Texas,TX
"Brady, Nicholas (Republican - New Jersey)","Brady, Nicholas",Republican - New Jersey,B000756,Brady, Nicholas,Republican,New Jersey,NJ
"Brady, Robert A. (Democratic - Pennsylvania)","Brady, Robert A.",Democratic - Pennsylvania,B001227,Brady, Robert A.,Democratic,Pennsylvania,PA
"Braley, Bruce L. (Democratic - Iowa)","Braley, Bruce L.",Democratic - Iowa,B001259,Braley, Bruce L.,Democratic,Iowa,IA
"Brasco, Frank (Democratic - New York)","Brasco, Frank",Democratic - New York,B000771,Brasco, Frank,Democratic,New York,NY
"Brat, Dave (Republican - Virginia)","Brat, Dave",Republican - Virginia,B001290,Brat, Dave,Republican,Virginia,VA
"Bray, William G. (Republican - Indiana)","Bray, William G.",Republican - Indiana,B000778,Bray, William G.,Republican,Indiana,IN
"Breaux, John B. (Democratic - Louisiana)","Breaux, John B.",Democratic - Louisiana,B000780,Breaux, John B.,Democratic,Louisiana,LA
"Breckinridge, John B. (Democratic - Kentucky)","Breckinridge, John B.",Democratic - Kentucky,B000788,Breckinridge, John B.,Democratic,Kentucky,KY
"Brennan, Joseph E. (Democratic - Maine)","Brennan, Joseph E.",Democratic - Maine,B000798,Brennan, Joseph E.,Democratic,Maine,ME
"Brewster, Bill K. (Democratic - Oklahoma)","Brewster, Bill K.",Democratic - Oklahoma,B000817,Brewster, Bill K.,Democratic,Oklahoma,OK
"Bridenstine, Jim (Republican - Oklahoma)","Bridenstine, Jim",Republican - Oklahoma,B001283,Bridenstine, Jim,Republican,Oklahoma,OK
"Bright, Bobby (Democratic - Alabama)","Bright, Bobby",Democratic - Alabama,B001264,Bright, Bobby,Democratic,Alabama,AL
"Brinkley, Jack (Democratic - Georgia)","Brinkley, Jack",Democratic - Georgia,B000839,Brinkley, Jack,Democratic,Georgia,GA
"Britt, Robin (Democratic - North Carolina)","Britt, Robin",Democratic - North Carolina,B000845,Britt, Robin,Democratic,North Carolina,NC
"Brock, Bill (Republican - Tennessee)","Brock, Bill",Republican - Tennessee,B000851,Brock, Bill,Republican,Tennessee,TN
"Brodhead, William (Democratic - Michigan)","Brodhead, William",Democratic - Michigan,B000862,Brodhead, William,Democratic,Michigan,MI
"Brooke, Edward W. (Republican - Massachusetts)","Brooke, Edward W.",Republican - Massachusetts,B000871,Brooke, Edward W.,Republican,Massachusetts,MA
"Brooks, Jack B. (Democratic - Texas)","Brooks, Jack B.",Democratic - Texas,B000880,Brooks, Jack B.,Democratic,Texas,TX
"Brooks, Mo (Republican - Alabama)","Brooks, Mo",Republican - Alabama,B001274,Brooks, Mo,Republican,Alabama,AL
"Brooks, Susan W. (Republican - Indiana)","Brooks, Susan W.",Republican - Indiana,B001284,Brooks, Susan W.,Republican,Indiana,IN
"Broomfield, William S. (Republican - Michigan)","Broomfield, William S.",Republican - Michigan,B000890,Broomfield, William S.,Republican,Michigan,MI
"Brotzman, Donald G. (Republican - Colorado)","Brotzman, Donald G.",Republican - Colorado,B000893,Brotzman, Donald G.,Republican,Colorado,CO
"Broun, Paul C. (Republican - Georgia)","Broun, Paul C.",Republican - Georgia,B001262,Broun, Paul C.,Republican,Georgia,GA
"Browder, Glen (Democratic - Alabama)","Browder, Glen",Democratic - Alabama,B000897,Browder, Glen,Democratic,Alabama,AL
"Brown-Waite, Ginny (Republican - Florida)","Brown-Waite, Ginny",Republican - Florida,B001247,Brown-Waite, Ginny,Republican,Florida,FL
"Brown, Anthony G. (Democratic - Maryland)","Brown, Anthony G.",Democratic - Maryland,B001304,Brown, Anthony G.,Democratic,Maryland,MD
"Brown, Clarence, Jr. (Republican - Ohio)","Brown, Clarence, Jr.",Republican - Ohio,B000910,Brown," Clarence, Jr.",Republican,Ohio,OH
"Brown, Corrine (Democratic - Florida)","Brown, Corrine",Democratic - Florida,B000911,Brown, Corrine,Democratic,Florida,FL
"Brown, Garry E. (Republican - Michigan)","Brown, Garry E.",Republican - Michigan,B000917,Brown, Garry E.,Republican,Michigan,MI
"Brown, George E., Jr. (Democratic - California)","Brown, George E., Jr.",Democratic - California,B000918,Brown," George E., Jr.",Democratic,California,CA
"Brown, Hank (Republican - Colorado)","Brown, Hank",Republican - Colorado,B000919,Brown, Hank,Republican,Colorado,CO
"Brown, Henry E., Jr. (Republican - South Carolina)","Brown, Henry E., Jr.",Republican - South Carolina,B001235,Brown," Henry E., Jr.",Republican,South Carolina,SC
"Brown, Scott P. (Republican - Massachusetts)","Brown, Scott P.",Republican - Massachusetts,B001268,Brown, Scott P.,Republican,Massachusetts,MA
"Brown, Sherrod (Democratic - Ohio)","Brown, Sherrod",Democratic - Ohio,B000944,Brown, Sherrod,Democratic,Ohio,OH
"Brownback, Sam (Republican - Kansas)","Brownback, Sam",Republican - Kansas,B000953,Brownback, Sam,Republican,Kansas,KS
"Brownley, Julia (Democratic - California)","Brownley, Julia",Democratic - California,B001285,Brownley, Julia,Democratic,California,CA
"Broyhill, James T. (Republican - North Carolina)","Broyhill, James T.",Republican - North Carolina,B000966,Broyhill, James T.,Republican,North Carolina,NC
"Broyhill, Joel T. (Republican - Virginia)","Broyhill, Joel T.",Republican - Virginia,B000967,Broyhill, Joel T.,Republican,Virginia,VA
"Bruce, Terry L. (Democratic - Illinois)","Bruce, Terry L.",Democratic - Illinois,B000971,Bruce, Terry L.,Democratic,Illinois,IL
"Bryan, Richard H. (Democratic - Nevada)","Bryan, Richard H.",Democratic - Nevada,B000993,Bryan, Richard H.,Democratic,Nevada,NV
"Bryant, Ed (Republican - Tennessee)","Bryant, Ed",Republican - Tennessee,B000996,Bryant, Ed,Republican,Tennessee,TN
"Bryant, John W. (Democratic - Texas)","Bryant, John W.",Democratic - Texas,B000997,Bryant, John W.,Democratic,Texas,TX
"Buchanan, John (Republican - Alabama)","Buchanan, John",Republican - Alabama,B001008,Buchanan, John,Republican,Alabama,AL
"Buchanan, Vern (Republican - Florida)","Buchanan, Vern",Republican - Florida,B001260,Buchanan, Vern,Republican,Florida,FL
"Buck, Ken (Republican - Colorado)","Buck, Ken",Republican - Colorado,B001297,Buck, Ken,Republican,Colorado,CO
"Buckley, James L. (Republican - New York)","Buckley, James L.",Republican - New York,B001026,Buckley, James L.,Republican,New York,NY
"Bucshon, Larry (Republican - Indiana)","Bucshon, Larry",Republican - Indiana,B001275,Bucshon, Larry,Republican,Indiana,IN
"Budd, Ted (Republican - North Carolina)","Budd, Ted",Republican - North Carolina,B001305,Budd, Ted,Republican,North Carolina,NC
"Buechner, Jack (Republican - Missouri)","Buechner, Jack",Republican - Missouri,B001036,Buechner, Jack,Republican,Missouri,MO
"Buerkle, Ann Marie (Republican - New York)","Buerkle, Ann Marie",Republican - New York,B001276,Buerkle, Ann Marie,Republican,New York,NY
"Bumpers, Dale (Democratic - Arkansas)","Bumpers, Dale",Democratic - Arkansas,B001057,Bumpers, Dale,Democratic,Arkansas,AR
"Bunn, Jim (Republican - Oregon)","Bunn, Jim",Republican - Oregon,B001063,Bunn, Jim,Republican,Oregon,OR
"Bunning, Jim (Republican - Kentucky)","Bunning, Jim",Republican - Kentucky,B001066,Bunning, Jim,Republican,Kentucky,KY
"Burdick, Joycelyn (Democratic - North Dakota)","Burdick, Joycelyn",Democratic - North Dakota,B001076,Burdick, Joycelyn,Democratic,North Dakota,ND
"Burdick, Quentin N. (Democratic - North Dakota)","Burdick, Quentin N.",Democratic - North Dakota,B001077,Burdick, Quentin N.,Democratic,North Dakota,ND
"Burgener, Clair W. (Republican - California)","Burgener, Clair W.",Republican - California,B001080,Burgener, Clair W.,Republican,California,CA
"Burgess, Michael C. (Republican - Texas)","Burgess, Michael C.",Republican - Texas,B001248,Burgess, Michael C.,Republican,Texas,TX
"Burke, J. Herbert (Republican - Florida)","Burke, J. Herbert",Republican - Florida,B001091,Burke, J. Herbert,Republican,Florida,FL
"Burke, James A. (Democratic - Massachusetts)","Burke, James A.",Democratic - Massachusetts,B001092,Burke, James A.,Democratic,Massachusetts,MA
"Burke, Yvonne B. (Democratic - California)","Burke, Yvonne B.",Democratic - California,B001102,Burke, Yvonne B.,Democratic,California,CA
"Burleson, Omar (Democratic - Texas)","Burleson, Omar",Democratic - Texas,B001111,Burleson, Omar,Democratic,Texas,TX
"Burlison, Bill D. (Democratic - Missouri)","Burlison, Bill D.",Democratic - Missouri,B001113,Burlison, Bill D.,Democratic,Missouri,MO
"Burns, Conrad R. (Republican - Montana)","Burns, Conrad R.",Republican - Montana,B001126,Burns, Conrad R.,Republican,Montana,MT
"Burns, Max (Republican - Georgia)","Burns, Max",Republican - Georgia,B001249,Burns, Max,Republican,Georgia,GA
"Burr, Richard (Republican - North Carolina)","Burr, Richard",Republican - North Carolina,B001135,Burr, Richard,Republican,North Carolina,NC
"Burris, Roland (Democratic - Illinois)","Burris, Roland",Democratic - Illinois,B001266,Burris, Roland,Democratic,Illinois,IL
"Burton, Dan (Republican - Indiana)","Burton, Dan",Republican - Indiana,B001149,Burton, Dan,Republican,Indiana,IN
"Burton, John (Democratic - California)","Burton, John",Democratic - California,B001153,Burton, John,Democratic,California,CA
"Burton, Phillip (Democratic - California)","Burton, Phillip",Democratic - California,B001156,Burton, Phillip,Democratic,California,CA
"Burton, Sala (Democratic - California)","Burton, Sala",Democratic - California,B001158,Burton, Sala,Democratic,California,CA
"Bustamante, Albert G. (Democratic - Texas)","Bustamante, Albert G.",Democratic - Texas,B001172,Bustamante, Albert G.,Democratic,Texas,TX
"Bustos, Cheri (Democratic - Illinois)","Bustos, Cheri",Democratic - Illinois,B001286,Bustos, Cheri,Democratic,Illinois,IL
"Butler, M. Caldwell (Republican - Virginia)","Butler, M. Caldwell",Republican - Virginia,B001182,Butler, M. Caldwell,Republican,Virginia,VA
"Butterfield, G. K. (Democratic - North Carolina)","Butterfield, G. K.",Democratic - North Carolina,B001251,Butterfield, G. K.,Democratic,North Carolina,NC
"Buyer, Steve (Republican - Indiana)","Buyer, Steve",Republican - Indiana,B001203,Buyer, Steve,Republican,Indiana,IN
"Byrd, Harry F., Jr. (Independent - Virginia)","Byrd, Harry F., Jr.",Independent - Virginia,B001209,Byrd," Harry F., Jr.",Independent,Virginia,VA
"Byrd, Robert C. (Democratic - West Virginia)","Byrd, Robert C.",Democratic - West Virginia,B001210,Byrd, Robert C.,Democratic,West Virginia,WV
"Byrne, Bradley (Republican - Alabama)","Byrne, Bradley",Republican - Alabama,B001289,Byrne, Bradley,Republican,Alabama,AL
"Byrne, Leslie L. (Democratic - Virginia)","Byrne, Leslie L.",Democratic - Virginia,B001213,Byrne, Leslie L.,Democratic,Virginia,VA
"Byron, Beverly B. (Democratic - Maryland)","Byron, Beverly B.",Democratic - Maryland,B001220,Byron, Beverly B.,Democratic,Maryland,MD
"Byron, Goodloe E. (Democratic - Maryland)","Byron, Goodloe E.",Democratic - Maryland,B001221,Byron, Goodloe E.,Democratic,Maryland,MD
"Callahan, Sonny (Republican - Alabama)","Callahan, Sonny",Republican - Alabama,C000052,Callahan, Sonny,Republican,Alabama,AL
"Calvert, Ken (Republican - California)","Calvert, Ken",Republican - California,C000059,Calvert, Ken,Republican,California,CA
"Camp, Dave (Republican - Michigan)","Camp, Dave",Republican - Michigan,C000071,Camp, Dave,Republican,Michigan,MI
"Camp, John N. Happy (Republican - Oklahoma)","Camp, John N. Happy",Republican - Oklahoma,C000073,Camp, John N. Happy,Republican,Oklahoma,OK
"Campbell, Ben Nighthorse (Democratic - Colorado)","Campbell, Ben Nighthorse",Democratic - Colorado,C000077,Campbell, Ben Nighthorse,Democratic,Colorado,CO
"Campbell, Carroll A., Jr. (Republican - South Carolina)","Campbell, Carroll A., Jr.",Republican - South Carolina,C000079,Campbell," Carroll A., Jr.",Republican,South Carolina,SC
"Campbell, John (Republican - California)","Campbell, John",Republican - California,C001064,Campbell, John,Republican,California,CA
"Campbell, Tom (Republican - California)","Campbell, Tom",Republican - California,C000100,Campbell, Tom,Republican,California,CA
"Canady, Charles T. (Republican - Florida)","Canady, Charles T.",Republican - Florida,C000107,Canady, Charles T.,Republican,Florida,FL
"Cannon, Chris (Republican - Utah)","Cannon, Chris",Republican - Utah,C000116,Cannon, Chris,Republican,Utah,UT
"Cannon, Howard W. (Democratic - Nevada)","Cannon, Howard W.",Democratic - Nevada,C000120,Cannon, Howard W.,Democratic,Nevada,NV
"Canseco, Francisco ""Quico"" (Republican - Texas)","Canseco, Francisco ""Quico""",Republican - Texas,C001082,Canseco," Francisco ""Quico""",Republican,Texas,TX
"Cantor, Eric (Republican - Virginia)","Cantor, Eric",Republican - Virginia,C001046,Cantor, Eric,Republican,Virginia,VA
"Cantwell, Maria (Democratic - Washington)","Cantwell, Maria",Democratic - Washington,C000127,Cantwell, Maria,Democratic,Washington,WA
"Cao, Anh ""Joseph"" (Republican - Louisiana)","Cao, Anh ""Joseph""",Republican - Louisiana,C001079,Cao," Anh ""Joseph""",Republican,Louisiana,LA
"Capito, Shelley Moore (Republican - West Virginia)","Capito, Shelley Moore",Republican - West Virginia,C001047,Capito, Shelley Moore,Republican,West Virginia,WV
"Capps, Lois (Democratic - California)","Capps, Lois",Democratic - California,C001036,Capps, Lois,Democratic,California,CA
"Capps, Walter (Democratic - California)","Capps, Walter",Democratic - California,C000134,Capps, Walter,Democratic,California,CA
"Capuano, Michael E. (Democratic - Massachusetts)","Capuano, Michael E.",Democratic - Massachusetts,C001037,Capuano, Michael E.,Democratic,Massachusetts,MA
"Caputo, Bruce F. (Republican - New York)","Caputo, Bruce F.",Republican - New York,C000137,Caputo, Bruce F.,Republican,New York,NY
"Carbajal, Salud O. (Democratic - California)","Carbajal, Salud O.",Democratic - California,C001112,Carbajal, Salud O.,Democratic,California,CA
"Cardenas, Tony (Democratic - California)","Cardenas, Tony",Democratic - California,C001097,Cardenas, Tony,Democratic,California,CA
"Cardin, Benjamin L. (Democratic - Maryland)","Cardin, Benjamin L.",Democratic - Maryland,C000141,Cardin, Benjamin L.,Democratic,Maryland,MD
"Cardoza, Dennis A. (Democratic - California)","Cardoza, Dennis A.",Democratic - California,C001050,Cardoza, Dennis A.,Democratic,California,CA
"Carey, Hugh L. (Democratic - New York)","Carey, Hugh L.",Democratic - New York,C000143,Carey, Hugh L.,Democratic,New York,NY
"Carman, Gregory W. (Republican - New York)","Carman, Gregory W.",Republican - New York,C000158,Carman, Gregory W.,Republican,New York,NY
"Carnahan, Jean (Democratic - Missouri)","Carnahan, Jean",Democratic - Missouri,C001043,Carnahan, Jean,Democratic,Missouri,MO
"Carnahan, Russ (Democratic - Missouri)","Carnahan, Russ",Democratic - Missouri,C001060,Carnahan, Russ,Democratic,Missouri,MO
"Carney, Charles J. (Democratic - Ohio)","Carney, Charles J.",Democratic - Ohio,C000164,Carney, Charles J.,Democratic,Ohio,OH
"Carney, Christopher P. (Democratic - Pennsylvania)","Carney, Christopher P.",Democratic - Pennsylvania,C001065,Carney, Christopher P.,Democratic,Pennsylvania,PA
"Carney, John C., Jr. (Democratic - Delaware)","Carney, John C., Jr.",Democratic - Delaware,C001083,Carney," John C., Jr.",Democratic,Delaware,DE
"Carney, William (Republican - New York)","Carney, William",Republican - New York,C000165,Carney, William,Republican,New York,NY
"Carper, Thomas R. (Democratic - Delaware)","Carper, Thomas R.",Democratic - Delaware,C000174,Carper, Thomas R.,Democratic,Delaware,DE
"Carr, Bob (Democratic - Michigan)","Carr, Bob",Democratic - Michigan,C000178,Carr, Bob,Democratic,Michigan,MI
"Carson, Andre (Democratic - Indiana)","Carson, Andre",Democratic - Indiana,C001072,Carson, Andre,Democratic,Indiana,IN
"Carson, Brad (Democratic - Oklahoma)","Carson, Brad",Democratic - Oklahoma,C001044,Carson, Brad,Democratic,Oklahoma,OK
"Carson, Julia (Democratic - Indiana)","Carson, Julia",Democratic - Indiana,C000191,Carson, Julia,Democratic,Indiana,IN
"Carter, Earl L. ""Buddy"" (Republican - Georgia)","Carter, Earl L. ""Buddy""",Republican - Georgia,C001103,Carter," Earl L. ""Buddy""",Republican,Georgia,GA
"Carter, John R. (Republican - Texas)","Carter, John R.",Republican - Texas,C001051,Carter, John R.,Republican,Texas,TX
"Carter, Tim Lee (Republican - Kentucky)","Carter, Tim Lee",Republican - Kentucky,C000201,Carter, Tim Lee,Republican,Kentucky,KY
"Cartwright, Matt (Democratic - Pennsylvania)","Cartwright, Matt",Democratic - Pennsylvania,C001090,Cartwright, Matt,Democratic,Pennsylvania,PA
"Case, Clifford P. (Republican - New Jersey)","Case, Clifford P.",Republican - New Jersey,C000220,Case, Clifford P.,Republican,New Jersey,NJ
"Case, Ed (Democratic - Hawaii)","Case, Ed",Democratic - Hawaii,C001055,Case, Ed,Democratic,Hawaii,HI
