All,Name,Party,State,bioguide
"Dominick, Peter H. (Republican - Colorado)","Dominick, Peter H. ",Republican , Colorado),D000409
"Evans, Frank E. (Democratic - Colorado)","Evans, Frank E. ",Democratic , Colorado),E000240
"Gardner, Cory (Republican - Colorado)","Gardner, Cory ",Republican , Colorado),G000562
"Hart, Gary W. (Democratic - Colorado)","Hart, Gary W. ",Democratic , Colorado),H000287
"Haskell, Floyd K. (Democratic - Colorado)","Haskell, Floyd K. ",Democratic , Colorado),H000317
"Hefley, Joel (Republican - Colorado)","Hefley, Joel ",Republican , Colorado),H000444
"Kogovsek, Ray (Democratic - Colorado)","Kogovsek, Ray ",Democratic , Colorado),K000304
"Kramer, Ken (Republican - Colorado)","Kramer, Ken ",Republican , Colorado),K000322
"Lamborn, Doug (Republican - Colorado)","Lamborn, Doug ",Republican , Colorado),L000564
"Markey, Betsy (Democratic - Colorado)","Markey, Betsy ",Democratic , Colorado),M001172
"McInnis, Scott (Republican - Colorado)","McInnis, Scott ",Republican , Colorado),M000477
"Musgrave, Marilyn N. (Republican - Colorado)","Musgrave, Marilyn N. ",Republican , Colorado),M001152
"Perlmutter, Ed (Democratic - Colorado)","Perlmutter, Ed ",Democratic , Colorado),P000593
"Polis, Jared (Democratic - Colorado)","Polis, Jared ",Democratic , Colorado),P000598
"Salazar, John T. (Democratic - Colorado)","Salazar, John T. ",Democratic , Colorado),S001158
"Salazar, Ken (Democratic - Colorado)","Salazar, Ken ",Democratic , Colorado),S001163
"Schaefer, Dan (Republican - Colorado)","Schaefer, Dan ",Republican , Colorado),S000109
"Schaffer, Bob (Republican - Colorado)","Schaffer, Bob ",Republican , Colorado),S000112
"Schroeder, Patricia (Democratic - Colorado)","Schroeder, Patricia ",Democratic , Colorado),S000142
"Skaggs, David E. (Democratic - Colorado)","Skaggs, David E. ",Democratic , Colorado),S000462
"Strang, Michael L. (Republican - Colorado)","Strang, Michael L. ",Republican , Colorado),S000991
"Tancredo, Thomas G. (Republican - Colorado)","Tancredo, Thomas G. ",Republican , Colorado),T000458
"Tipton, Scott R. (Republican - Colorado)","Tipton, Scott R. ",Republican , Colorado),T000470
"Udall, Mark (Democratic - Colorado)","Udall, Mark ",Democratic , Colorado),U000038
"Wirth, Timothy (Democratic - Colorado)","Wirth, Timothy ",Democratic , Colorado),W000647
"Blumenthal, Richard (Democratic - Connecticut)","Blumenthal, Richard ",Democratic , Connecticut),B001277
"Cotter, William R. (Democratic - Connecticut)","Cotter, William R. ",Democratic , Connecticut),C000799
"Courtney, Joe (Democratic - Connecticut)","Courtney, Joe ",Democratic , Connecticut),C001069
"DeLauro, Rosa L. (Democratic - Connecticut)","DeLauro, Rosa L. ",Democratic , Connecticut),D000216
"DeNardis, Lawrence J. (Republican - Connecticut)","DeNardis, Lawrence J. ",Republican , Connecticut),D000231
"Dodd, Christopher J. (Democratic - Connecticut)","Dodd, Christopher J. ",Democratic , Connecticut),D000388
"Esty, Elizabeth H. (Democratic - Connecticut)","Esty, Elizabeth H. ",Democratic , Connecticut),E000293
"Franks, Gary A. (Republican - Connecticut)","Franks, Gary A. ",Republican , Connecticut),F000348
"Gejdenson, Sam (Democratic - Connecticut)","Gejdenson, Sam ",Democratic , Connecticut),G000120
"Giaimo, Robert N. (Democratic - Connecticut)","Giaimo, Robert N. ",Democratic , Connecticut),G000151
"Grasso, Ella T. (Democratic - Connecticut)","Grasso, Ella T. ",Democratic , Connecticut),G000387
"Himes, James A. (Democratic - Connecticut)","Himes, James A. ",Democratic , Connecticut),H001047
"Johnson, Nancy L. (Republican - Connecticut)","Johnson, Nancy L. ",Republican , Connecticut),J000163
"Kennelly, Barbara B. (Democratic - Connecticut)","Kennelly, Barbara B. ",Democratic , Connecticut),K000118
"Larson, John B. (Democratic - Connecticut)","Larson, John B. ",Democratic , Connecticut),L000557
"Lieberman, Joseph I. (Independent Democrat - Connecticut)","Lieberman, Joseph I. ",Independent Democrat , Connecticut),L000304
"Maloney, James H. (Democratic - Connecticut)","Maloney, James H. ",Democratic , Connecticut),M000090
"McKinney, Stewart B. (Republican - Connecticut)","McKinney, Stewart B. ",Republican , Connecticut),M000527
"Moffett, Toby (Democratic - Connecticut)","Moffett, Toby ",Democratic , Connecticut),M000839
"Morrison, Bruce A. (Democratic - Connecticut)","Morrison, Bruce A. ",Democratic , Connecticut),M000992
"Murphy, Christopher (Democratic - Connecticut)","Murphy, Christopher ",Democratic , Connecticut),M001169
"Ratchford, William R. (Democratic - Connecticut)","Ratchford, William R. ",Democratic , Connecticut),R000067
"Ribicoff, Abraham A. (Democratic - Connecticut)","Ribicoff, Abraham A. ",Democratic , Connecticut),R000191
"Rowland, John G. (Republican - Connecticut)","Rowland, John G. ",Republican , Connecticut),R000482
"Sarasin, Ronald A. (Republican - Connecticut)","Sarasin, Ronald A. ",Republican , Connecticut),S000062
"Shays, Christopher (Republican - Connecticut)","Shays, Christopher ",Republican , Connecticut),S001144
"Simmons, Rob (Republican - Connecticut)","Simmons, Rob ",Republican , Connecticut),S001152
"Steele, Robert H. (Republican - Connecticut)","Steele, Robert H. ",Republican , Connecticut),S000836
"Weicker, Lowell P., Jr. (Republican - Connecticut)","Weicker, Lowell P., Jr. ",Republican , Connecticut),W000253
"Biden, Joseph R., Jr. (Democratic - Delaware)","Biden, Joseph R., Jr. ",Democratic , Delaware),B000444
"Blunt Rochester, Lisa (Democratic - Delaware)","Blunt Rochester, Lisa ",Democratic , Delaware),B001303
"Carney, John C., Jr. (Democratic - Delaware)","Carney, John C., Jr. ",Democratic , Delaware),C001083
"Carper, Thomas R. (Democratic - Delaware)","Carper, Thomas R. ",Democratic , Delaware),C000174
"Castle, Michael N. (Republican - Delaware)","Castle, Michael N. ",Republican , Delaware),C000243
"Coons, Christopher A. (Democratic - Delaware)","Coons, Christopher A. ",Democratic , Delaware),C001088
"du Pont, Pierre S., IV (Republican - Delaware)","du Pont, Pierre S., IV ",Republican , Delaware),D000558
"Evans, Thomas B., Jr. (Republican - Delaware)","Evans, Thomas B., Jr. ",Republican , Delaware),E000258
"Kaufman, Edward E. (Democratic - Delaware)","Kaufman, Edward E. ",Democratic , Delaware),K000373
"Roth Jr., William V. (Republican - Delaware)","Roth Jr., William V. ",Republican , Delaware),R000460
"Fauntroy, Walter E. (Democratic - District of Columbia)","Fauntroy, Walter E. ",Democratic , District of Columbia),F000046
"Norton, Eleanor Holmes (Democratic - District of Columbia)","Norton, Eleanor Holmes ",Democratic , District of Columbia),N000147
"Adams, Sandy (Republican - Florida)","Adams, Sandy ",Republican , Florida),A000366
"Bacchus, Jim (Democratic - Florida)","Bacchus, Jim ",Democratic , Florida),B000008
"Bennett, Charles E. (Democratic - Florida)","Bennett, Charles E. ",Democratic , Florida),B000371
"Bilirakis, Gus M. (Republican - Florida)","Bilirakis, Gus M. ",Republican , Florida),B001257
"Bilirakis, Michael (Republican - Florida)","Bilirakis, Michael ",Republican , Florida),B000463
"Boyd, Allen (Democratic - Florida)","Boyd, Allen ",Democratic , Florida),B000716
"Brown-Waite, Ginny (Republican - Florida)","Brown-Waite, Ginny ",Republican , Florida),B001247
"Brown, Corrine (Democratic - Florida)","Brown, Corrine ",Democratic , Florida),B000911
"Buchanan, Vern (Republican - Florida)","Buchanan, Vern ",Republican , Florida),B001260
"Burke, J. Herbert (Republican - Florida)","Burke, J. Herbert ",Republican , Florida),B001091
"Canady, Charles T. (Republican - Florida)","Canady, Charles T. ",Republican , Florida),C000107
"Castor, Kathy (Democratic - Florida)","Castor, Kathy ",Democratic , Florida),C001066
"Chappell, Bill, Jr. (Democratic - Florida)","Chappell, Bill, Jr. ",Democratic , Florida),C000321
"Chiles, Lawton (Democratic - Florida)","Chiles, Lawton ",Democratic , Florida),C000356
"Clawson, Curt (Republican - Florida)","Clawson, Curt ",Republican , Florida),C001102
"Crenshaw, Ander (Republican - Florida)","Crenshaw, Ander ",Republican , Florida),C001045
"Crist, Charlie (Democratic - Florida)","Crist, Charlie ",Democratic , Florida),C001111
"Curbelo, Carlos (Republican - Florida)","Curbelo, Carlos ",Republican , Florida),C001107
"Davis, Jim (Democratic - Florida)","Davis, Jim ",Democratic , Florida),D000114
"Demings, Val Butler (Democratic - Florida)","Demings, Val Butler ",Democratic , Florida),D000627
"DeSantis, Ron (Republican - Florida)","DeSantis, Ron ",Republican , Florida),D000621
"Deutch, Theodore E. (Democratic - Florida)","Deutch, Theodore E. ",Democratic , Florida),D000610
"Deutsch, Peter (Democratic - Florida)","Deutsch, Peter ",Democratic , Florida),D000275
"Diaz-Balart, Lincoln (Republican - Florida)","Diaz-Balart, Lincoln ",Republican , Florida),D000299
"Diaz-Balart, Mario (Republican - Florida)","Diaz-Balart, Mario ",Republican , Florida),D000600
"Dunn, Neal P. (Republican - Florida)","Dunn, Neal P. ",Republican , Florida),D000628
"Fascell, Dante B. (Democratic - Florida)","Fascell, Dante B. ",Democratic , Florida),F000041
"Feeney, Tom (Republican - Florida)","Feeney, Tom ",Republican , Florida),F000447
"Foley, Mark (Republican - Florida)","Foley, Mark ",Republican , Florida),F000238
"Fowler, Tillie (Republican - Florida)","Fowler, Tillie ",Republican , Florida),F000328
"Frankel, Lois (Democratic - Florida)","Frankel, Lois ",Democratic , Florida),F000462
"Frey, Lou, Jr. (Republican - Florida)","Frey, Lou, Jr. ",Republican , Florida),F000381
"Fuqua, Don (Democratic - Florida)","Fuqua, Don ",Democratic , Florida),F000430
"Gaetz, Matt (Republican - Florida)","Gaetz, Matt ",Republican , Florida),G000578
"Garcia, Joe (Democratic - Florida)","Garcia, Joe ",Democratic , Florida),G000573
"Gibbons, Sam (Democratic - Florida)","Gibbons, Sam ",Democratic , Florida),G000153
"Goss, Porter J. (Republican - Florida)","Goss, Porter J. ",Republican , Florida),G000336
"Graham, Bob (Democratic - Florida)","Graham, Bob ",Democratic , Florida),G000352
"Graham, Gwen (Democratic - Florida)","Graham, Gwen ",Democratic , Florida),G000575
"Grant, Bill (Democratic - Florida)","Grant, Bill ",Democratic , Florida),G000382
"Grayson, Alan (Democratic - Florida)","Grayson, Alan ",Democratic , Florida),G000556
"Gunter, Bill (Democratic - Florida)","Gunter, Bill ",Democratic , Florida),G000528
"Gurney, Edward J. (Republican - Florida)","Gurney, Edward J. ",Republican , Florida),G000531
"Haley, James A. (Democratic - Florida)","Haley, James A. ",Democratic , Florida),H000041
"Harris, Katherine (Republican - Florida)","Harris, Katherine ",Republican , Florida),H001035
"Hastings, Alcee L. (Democratic - Florida)","Hastings, Alcee L. ",Democratic , Florida),H000324
"Hawkins, Paula (Republican - Florida)","Hawkins, Paula ",Republican , Florida),H000374
"Hutto, Earl (Democratic - Florida)","Hutto, Earl ",Democratic , Florida),H001018
"Ireland, Andrew P. (Democratic - Florida)","Ireland, Andrew P. ",Democratic , Florida),I000029
"James, Craig T. (Republican - Florida)","James, Craig T. ",Republican , Florida),J000047
"Johnston, Harry (Democratic - Florida)","Johnston, Harry ",Democratic , Florida),J000187
"Jolly, David W. (Republican - Florida)","Jolly, David W. ",Republican , Florida),J000296
"Keller, Ric (Republican - Florida)","Keller, Ric ",Republican , Florida),K000361
"Kelly, Richard (Republican - Florida)","Kelly, Richard ",Republican , Florida),K000077
"Klein, Ron (Democratic - Florida)","Klein, Ron ",Democratic , Florida),K000366
"Kosmas, Suzanne M. (Democratic - Florida)","Kosmas, Suzanne M. ",Democratic , Florida),K000370
"Lawson, Al, Jr. (Democratic - Florida)","Lawson, Al, Jr. ",Democratic , Florida),L000586
"Lehman, William (Democratic - Florida)","Lehman, William ",Democratic , Florida),L000226
"LeMieux, George S. (Republican - Florida)","LeMieux, George S. ",Republican , Florida),L000572
"Lewis, Thomas F. (Republican - Florida)","Lewis, Thomas F. ",Republican , Florida),L000295
"Mack, Connie (Republican - Florida)","Mack, Connie ",Republican , Florida),M001155
"Mack, Connie, III (Republican - Florida)","Mack, Connie, III ",Republican , Florida),M000019
"MacKay, Buddy (Democratic - Florida)","MacKay, Buddy ",Democratic , Florida),M000023
"Mahoney, Tim (Democratic - Florida)","Mahoney, Tim ",Democratic , Florida),M001164
"Martinez, Mel (Republican - Florida)","Martinez, Mel ",Republican , Florida),M001162
"Mast, Brian J. (Republican - Florida)","Mast, Brian J. ",Republican , Florida),M001199
"McCollum, Bill (Republican - Florida)","McCollum, Bill ",Republican , Florida),M000350
"Meek, Carrie P. (Democratic - Florida)","Meek, Carrie P. ",Democratic , Florida),M000628
"Meek, Kendrick B. (Democratic - Florida)","Meek, Kendrick B. ",Democratic , Florida),M001148
"Mica, Daniel Andrew (Democratic - Florida)","Mica, Daniel Andrew ",Democratic , Florida),M000688
"Mica, John L. (Republican - Florida)","Mica, John L. ",Republican , Florida),M000689
"Miller, Dan (Republican - Florida)","Miller, Dan ",Republican , Florida),M000720
"Miller, Jeff (Republican - Florida)","Miller, Jeff ",Republican , Florida),M001144
"Murphy, Patrick (Democratic - Florida)","Murphy, Patrick ",Democratic , Florida),M001191
"Murphy, Stephanie N. (Democratic - Florida)","Murphy, Stephanie N. ",Democratic , Florida),M001202
"Nelson, Bill (Democratic - Florida)","Nelson, Bill ",Democratic , Florida),N000032
"Nugent, Richard B. (Republican - Florida)","Nugent, Richard B. ",Republican , Florida),N000185
"Pepper, Claude (Democratic - Florida)","Pepper, Claude ",Democratic , Florida),P000218
"Posey, Bill (Republican - Florida)","Posey, Bill ",Republican , Florida),P000599
"Putnam, Adam H. (Republican - Florida)","Putnam, Adam H. ",Republican , Florida),P000586
"Radel, Trey (Republican - Florida)","Radel, Trey ",Republican , Florida),R000596
"Rivera, David (Republican - Florida)","Rivera, David ",Republican , Florida),R000590
"Rogers, Paul G. (Democratic - Florida)","Rogers, Paul G. ",Democratic , Florida),R000401
"Rooney, Francis (Republican - Florida)","Rooney, Francis ",Republican , Florida),R000607
"Rooney, Thomas J. (Republican - Florida)","Rooney, Thomas J. ",Republican , Florida),R000583
"Ros-Lehtinen, Ileana (Republican - Florida)","Ros-Lehtinen, Ileana ",Republican , Florida),R000435
"Ross, Dennis A. (Republican - Florida)","Ross, Dennis A. ",Republican , Florida),R000593
"Rubio, Marco (Republican - Florida)","Rubio, Marco ",Republican , Florida),R000595
"Rutherford, John H. (Republican - Florida)","Rutherford, John H. ",Republican , Florida),R000609
"Scarborough, Joe (Republican - Florida)","Scarborough, Joe ",Republican , Florida),S000106
"Shaw, E. Clay, Jr. (Republican - Florida)","Shaw, E. Clay, Jr. ",Republican , Florida),S000303
"Sikes, Robert L. F. (Democratic - Florida)","Sikes, Robert L. F. ",Democratic , Florida),S000406
"Smith, Lawrence (Democratic - Florida)","Smith, Lawrence ",Democratic , Florida),S000586
"Soto, Darren (Democratic - Florida)","Soto, Darren ",Democratic , Florida),S001200
"Southerland, Steve II (Republican - Florida)","Southerland, Steve II ",Republican , Florida),S001186
"Stack, Edward J. (Democratic - Florida)","Stack, Edward J. ",Democratic , Florida),S000772
